product_id,price,part_name,brand,model,predicted_price
54380653,35.7,"Carbon canister - , e-",vw,golf,35.516414231601736
54075417,23.7,Airbag Front sensor -(Left),toyota,corolla,27.73872810730943
53700177,40.3,"Belt tensioner for Fan belt - , e-",vw,golf,40.32134297993671
57846326,17.7,"Other airbags - , e-",vw,golf,17.742266165084924
54678479,59.5,Rear sensor-,skoda,octavia,61.6073707160895
54416445,159.8,"Drive shaft - , e-(Left rear)",vw,golf,159.75922398989886
53979568,296.0,"Drive shaft - , e-(Right front)",vw,golf,295.07188313491946
60280265,71.1,Rear sensor -(Rear),skoda,octavia,71.04368633380511
65138583,94.7,"Trailing link rear - , e-(Left)",vw,golf,94.6111528540903
64667066,176.9,"Drive shaft - , e-(Left rear)",vw,golf,177.53646740967363
54666191,414.4,Steering wheel airbag -,skoda,octavia,414.38447616064497
54430941,47.2,Suspension -(Rear),skoda,octavia,47.35684828255038
64498731,118.4,Alternator -,toyota,corolla,127.42518263888942
53490848,2301.2,Gear Box 6 Speed -,skoda,octavia,2296.5811028984895
63047746,530.7,Injection Control unit -,toyota,corolla,532.7835585865529
53445888,474.5,Injection Control unit -,skoda,octavia,473.46146081487996
54124986,23.6,"Piston / Rod - , e-",vw,golf,23.68226913560863
53786468,23.6,"Brake disc - , e-(Front)",vw,golf,23.685568213099263
53894983,355.9,"Rear axle - , e-",vw,golf,355.0340825376016
53571584,35.5,Carbon canister -,skoda,octavia,35.518869503229645
53431833,82.9,Mass air-flow sensor -,toyota,corolla,82.83816011211
54222472,124.2,Fuel distributor -,skoda,octavia,124.26993128121887
53549530,59.2,Battery cable -,skoda,octavia,59.22622954129206
54085064,23.7,Motor cushion -,toyota,corolla,22.24032801781553
53589567,212.4,Drive shaft -(Right rear),skoda,octavia,213.08125069860705
61416229,56.3,Caliper Bracket -,toyota,corolla,56.17948204711957
53494115,129.7,Starter Diesel -,skoda,octavia,130.19707411477418
53441870,47.4,Shock absorbers rear -(Rear),skoda,octavia,47.381851483932714
53894983,353.8,"Rear axle - , e-",vw,golf,355.0340825376016
53458214,450.8,"Injection Control unit - , e-",vw,golf,449.7910825133199
61159010,59.0,"Suspension - , e-(Rear)",vw,golf,59.18694249084254
56350334,82.8,"Seat assembled - , e-(Left front)",vw,golf,82.77067803307804
64572269,59.0,Parkeringshjälp Frontsensor -,skoda,octavia,59.18378887153072
64858611,118.3,Fly Wheel Manual -,skoda,octavia,118.34869499181382
53809014,47.4,Coil -,skoda,octavia,47.34885527094124
54634380,59.5,Engine casing -,toyota,corolla,59.190316375985084
58994403,296.5,Airbag Control unit -,skoda,octavia,295.87989480242004
53985126,471.8,"ABS Hydraulic pump - , e-",vw,golf,473.51382374431114
66395007,147.5,Alternator -,toyota,corolla,148.03096083483513
65497975,177.0,Control unit Xenon -(Left front),skoda,octavia,177.58106426767665
53989464,296.5,Rear axle beam -,skoda,octavia,296.311624552531
53503261,284.2,Drive shaft -(Left rear),skoda,octavia,284.0870080204516
66730848,1190.0,Rear gear / Diff. -,skoda,octavia,1181.3802428571425
54013759,35.6,Signal horn -,skoda,octavia,35.53304784718313
62641335,142.1,Inverter 12 -> 220 V -(Interior rear),skoda,octavia,141.9425860209234
54644988,71.0,"Pulley - , e-",vw,golf,70.94266768786773
58994424,95.2,Rain sensor -,skoda,octavia,94.69504746572866
53480535,166.6,Control unit Xenon -,skoda,octavia,165.8243437812189
53831986,60.4,Actuator loom -(Right front),toyota,corolla,70.64978717532497
62991561,141.6,Deliverer -,toyota,corolla,142.07831346082148
54416780,59.1,"Motor Bracket - , e-(Right)",vw,golf,59.18070426587302
54378773,47.4,"Caliper Bracket - , e-",vw,golf,47.34935016580636
60841392,266.4,Diesel injection pump -,skoda,octavia,266.35910946137193
59077369,1061.5,Gear distributor box -,skoda,octavia,1064.8222820700137
54218705,124.9,Fuel distributor -,skoda,octavia,124.325589060939
54012565,130.9,Hub rear -(Rear),skoda,octavia,130.19514259551272
64546896,260.5,Curtain airbags-(Left),toyota,corolla,260.71493094336233
53366348,47.3,"Airbag krocksensor - , e-(Right front)",vw,golf,47.381923852536346
59692172,899.8,Engine Diesel -,toyota,corolla,898.919063965202
61732495,83.0,Main cylinder -(Front),skoda,octavia,82.90639961427469
54555195,47.2,Airbag Front sensor -(Left),toyota,corolla,47.36225487984241
54316286,47.4,Tank transmitters -,toyota,corolla,47.367473551448505
65661358,238.0,"Wheel bearing spindle shaft - , e-(Left rear)",vw,golf,236.75392480436236
53815272,910.3,"Rear gear / Diff. - , e-",vw,golf,905.5566171980796
54309282,303.4,"Diesel injection pump - , e-",vw,golf,301.42216274350665
56665933,47.4,Suspension -(Rear),skoda,octavia,47.349613743975496
54547947,35.5,Alternator bracket / Accessories -,skoda,octavia,35.51850374278501
54416780,59.5,"Motor Bracket - , e-(Right)",vw,golf,59.18070426587302
54679094,47.4,Engine casing -,toyota,corolla,48.96365064033193
54373904,17.8,"Fuel tank lid - , e-",vw,golf,17.74971743256742
54552575,47.4,Sensor ABS -,toyota,corolla,47.37676128316128
54573063,100.3,Distributors Vacuum regulator -,toyota,corolla,100.6320311438561
65057587,59.0,"Airbag krocksensor - , e-",vw,golf,59.182041600760385
53707825,142.1,Throttle Housing -,toyota,corolla,142.07408062284938
64574548,59.5,Rear sensor -,skoda,octavia,59.20261228354982
54942212,23.7,"Stolsvärme styrenhet/relä - , e-",vw,golf,23.68263746563179
54657584,23.6,"Sensor AC inner temperature - , e-",vw,golf,23.683571153846152
65869007,41.3,Rubber bellow / Tube -,skoda,octavia,41.41462865467863
63350278,177.6,Wheel bearing spindle shaft -(Right rear),toyota,corolla,177.84836325271914
54017984,76.7,"Trailing link rear - , e-(Left)",vw,golf,76.95603265831393
53847073,261.0,"Hub rear - , e-(Rear)",vw,golf,260.36999236180486
53590615,141.5,Hub rear -(Left rear),skoda,octavia,141.82403637681762
54137921,1368.5,Hybrid Batteri -,toyota,corolla,1361.1761651459656
65257613,530.7,Injection Control unit -,toyota,corolla,532.1558652312968
58348027,35.4,"Sensor steering - , e-",vw,golf,35.5193096131573
59583084,238.0,Aktivt kollisionsskydd Sensor -,skoda,octavia,237.38084534354522
53869465,71.0,Trailing link rear -(Left),toyota,corolla,71.04638009698625
53490851,129.7,Starter Diesel -,skoda,octavia,130.18745182456433
64632985,29.8,Ignition Diesel relay -,skoda,octavia,29.606190253496525
61693785,59.0,Rear sensor -,toyota,corolla,59.24568229409482
53932799,412.9,"Passenger airbag - , e-",vw,golf,413.442401919608
64390201,178.5,"Contact roll Airbag - , e-",vw,golf,177.5454273629148
54151623,438.1,Brake servo-,toyota,corolla,465.4797509476656
54125831,23.7,"Piston / Rod - , e-",vw,golf,23.68226913560863
54474214,17.7,Brake disc -(Front),toyota,corolla,17.753364046370294
53617942,118.6,Turbo aggregate -,toyota,corolla,118.4496250624377
59815058,141.9,"Starter Gasoline - , e-",vw,golf,142.0300562708126
54656176,70.8,"Pulley - , e-(Exterior)",vw,golf,71.03272578437654
53674378,53.4,"Motor Bracket - , e-",vw,golf,53.26537592199468
54192064,47.4,Engine casing-,toyota,corolla,50.9263255275975
54051647,118.4,Fuel injection pump -,toyota,corolla,118.38127011183265
54216988,59.0,Engine casing -,skoda,octavia,59.24220557220559
54399458,35.6,"Rubber bellow / Tube - , e-",vw,golf,35.51480429084806
54196395,47.4,ABS Control unit -,toyota,corolla,47.36656618797866
59140468,296.5,Passenger airbag -,toyota,corolla,296.0294004283909
54428216,212.3,"Wheel bearing spindle shaft - , e-(Right rear)",vw,golf,212.6938807331556
55967124,94.9,Central lock Control unit -,skoda,octavia,94.69601653069164
53596792,47.4,Sensor steering -,skoda,octavia,47.36062685092681
54026243,71.2,Trailing link rear -(Right),skoda,octavia,71.0371328463203
54186234,59.2,Starter Diesel -,toyota,corolla,60.38287569444485
59078044,2604.8,Automatic gear -,toyota,corolla,2661.9451089285803
60226162,76.7,Trailing link rear -(Left),skoda,octavia,76.95594637168391
61787665,367.0,"Turbo aggregate - , e-",vw,golf,366.90237245601617
54360852,233.5,Diesel injection pump -,skoda,octavia,234.44010703810076
65618407,106.6,Alternator -,toyota,corolla,111.24029999999966
62404956,2960.0,Automatic gear -,toyota,corolla,2960.1997353431284
62013022,29.8,Ignition Diesel relay -,skoda,octavia,29.618008091724633
54073986,95.2,"Air purifier - , e-",vw,golf,94.69751819499942
61808600,94.7,Starter Gasoline -,toyota,corolla,98.78939235696893
53819760,60.5,Shock absorbers rear -(Rear),toyota,corolla,60.40044309163057
53720617,118.4,Fuel injection pump -,toyota,corolla,118.39521978021986
65680832,296.0,Passenger airbag -,toyota,corolla,295.9905917207792
53848794,71.0,Trailing link rear -(Right),toyota,corolla,71.04587554229288
66552461,134.4,"Fuel injection pump - , e-(Rear)",vw,golf,134.8566495559997
54250832,113.0,"Fuel distributor - , e-",vw,golf,112.52629362373736
64594083,177.6,Brake Caliper -(Right rear),skoda,octavia,177.5991236575923
63125341,177.6,Gear lever -,toyota,corolla,177.59327674963882
63425718,4391.1,Automatic gear -(Front),skoda,octavia,4368.661387288407
54142915,35.4,"Piston / Rod - , e-",vw,golf,35.45619385822511
54042626,473.6,Injection Control unit -,skoda,octavia,473.7068103431289
61914682,142.1,"Curtain airbags - , e-(Right)",vw,golf,142.043290761322
60482540,158.3,Side airbags -(Right rear),skoda,octavia,157.49668318174886
54006448,76.7,"Trailing link rear - , e-(Right)",vw,golf,76.95372696511005
63350255,225.0,Curtain airbags -(Left),toyota,corolla,224.94628336732708
54242387,47.2,Suspension -(Rear),skoda,octavia,47.29982518037513
53397794,214.2,Wheel bearing spindle shaft -(Left rear),skoda,octavia,213.11364402541886
56935026,243.2,"Drive shaft - , e-(Right front)",vw,golf,242.64671024531035
53720617,118.6,Fuel injection pump -,toyota,corolla,118.39521978021986
54134400,47.4,"Brake disc - , e-(Rear)",vw,golf,47.354515161227646
54016497,35.7,Fuel filter / Holder -,toyota,corolla,35.53080866494622
54418779,59.0,Motor Bracket -,skoda,octavia,59.18855532787652
53822125,23.7,Strut bearing rear -(Left rear),toyota,corolla,23.866545542651764
65392594,77.6,Ljusinställning lägesgivare -,skoda,octavia,77.43113897768899
53689539,42.5,Strut rear -(Left),toyota,corolla,42.64891347194472
54491958,47.4,Tank lid -,toyota,corolla,46.09681222943725
