feature_group,shap_value,abs_shap_value,product_id,example_source
part_taxonomy,-203.1118499267517,203.1118499267517,54161048,accurate_low_error
vehicle_age_usage,-28.49156802720623,28.574357258513484,54161048,accurate_low_error
traficom_brand_context,-21.213660167144116,21.263395462317423,54161048,accurate_low_error
traficom_model_context,-18.847623130454668,18.899508269988218,54161048,accurate_low_error
vehicle_identity,-5.343291905219376,5.343291905219376,54161048,accurate_low_error
part_condition,-0.1845993000794624,0.1845993000794624,54161048,accurate_low_error
part_taxonomy,-232.03435392879356,232.03435392879356,54338198,accurate_low_error
vehicle_age_usage,-45.95165805031181,45.95165805031181,54338198,accurate_low_error
traficom_brand_context,-21.822198717935752,21.847888644849665,54338198,accurate_low_error
traficom_model_context,-19.35195881156611,19.377737202147074,54338198,accurate_low_error
vehicle_identity,-5.418024387172263,5.418024387172263,54338198,accurate_low_error
part_condition,-0.015265347736130919,0.015265347736130919,54338198,accurate_low_error
part_taxonomy,-232.03435392879356,232.03435392879356,54338198,accurate_low_error
vehicle_age_usage,-45.95165805031181,45.95165805031181,54338198,accurate_low_error
traficom_brand_context,-21.822198717935752,21.847888644849665,54338198,accurate_low_error
traficom_model_context,-19.35195881156611,19.377737202147074,54338198,accurate_low_error
vehicle_identity,-5.418024387172263,5.418024387172263,54338198,accurate_low_error
part_condition,-0.015265347736130919,0.015265347736130919,54338198,accurate_low_error
part_taxonomy,-232.03435392879356,232.03435392879356,54338198,accurate_low_error
vehicle_age_usage,-45.95165805031181,45.95165805031181,54338198,accurate_low_error
traficom_brand_context,-21.822198717935752,21.847888644849665,54338198,accurate_low_error
traficom_model_context,-19.35195881156611,19.377737202147074,54338198,accurate_low_error
vehicle_identity,-5.418024387172263,5.418024387172263,54338198,accurate_low_error
part_condition,-0.015265347736130919,0.015265347736130919,54338198,accurate_low_error
part_taxonomy,-232.03435392879356,232.03435392879356,54338198,accurate_low_error
vehicle_age_usage,-45.95165805031181,45.95165805031181,54338198,accurate_low_error
traficom_brand_context,-21.822198717935752,21.847888644849665,54338198,accurate_low_error
traficom_model_context,-19.35195881156611,19.377737202147074,54338198,accurate_low_error
vehicle_identity,-5.418024387172263,5.418024387172263,54338198,accurate_low_error
part_condition,-0.015265347736130919,0.015265347736130919,54338198,accurate_low_error
part_taxonomy,-232.03435392879356,232.03435392879356,54338198,accurate_low_error
vehicle_age_usage,-45.95165805031181,45.95165805031181,54338198,accurate_low_error
traficom_brand_context,-21.822198717935752,21.847888644849665,54338198,accurate_low_error
traficom_model_context,-19.35195881156611,19.377737202147074,54338198,accurate_low_error
vehicle_identity,-5.418024387172263,5.418024387172263,54338198,accurate_low_error
part_condition,-0.015265347736130919,0.015265347736130919,54338198,accurate_low_error
part_taxonomy,-232.03435392879356,232.03435392879356,54338198,accurate_low_error
vehicle_age_usage,-45.95165805031181,45.95165805031181,54338198,accurate_low_error
traficom_brand_context,-21.822198717935752,21.847888644849665,54338198,accurate_low_error
traficom_model_context,-19.35195881156611,19.377737202147074,54338198,accurate_low_error
vehicle_identity,-5.418024387172263,5.418024387172263,54338198,accurate_low_error
part_condition,-0.015265347736130919,0.015265347736130919,54338198,accurate_low_error
part_taxonomy,-166.11163195411885,341.99237902128607,59918008,accurate_low_error
vehicle_age_usage,13.142626619367237,30.28419430352698,59918008,accurate_low_error
traficom_brand_context,8.223522327824139,8.223522327824139,59918008,accurate_low_error
traficom_model_context,8.013057793926983,8.013057793926983,59918008,accurate_low_error
vehicle_identity,2.2653653457153995,2.2653653457153995,59918008,accurate_low_error
part_condition,-0.6891507626313979,0.6891507626313979,59918008,accurate_low_error
part_taxonomy,-166.11163195411885,341.99237902128607,59918008,accurate_low_error
vehicle_age_usage,13.142626619367237,30.28419430352698,59918008,accurate_low_error
traficom_brand_context,8.223522327824139,8.223522327824139,59918008,accurate_low_error
traficom_model_context,8.013057793926983,8.013057793926983,59918008,accurate_low_error
vehicle_identity,2.2653653457153995,2.2653653457153995,59918008,accurate_low_error
part_condition,-0.6891507626313979,0.6891507626313979,59918008,accurate_low_error
part_taxonomy,-166.11163195411885,341.99237902128607,59918008,accurate_low_error
vehicle_age_usage,13.142626619367237,30.28419430352698,59918008,accurate_low_error
traficom_brand_context,8.223522327824139,8.223522327824139,59918008,accurate_low_error
traficom_model_context,8.013057793926983,8.013057793926983,59918008,accurate_low_error
vehicle_identity,2.2653653457153995,2.2653653457153995,59918008,accurate_low_error
part_condition,-0.6891507626313979,0.6891507626313979,59918008,accurate_low_error
part_taxonomy,-166.11163195411885,341.99237902128607,59918008,accurate_low_error
vehicle_age_usage,13.142626619367237,30.28419430352698,59918008,accurate_low_error
traficom_brand_context,8.223522327824139,8.223522327824139,59918008,accurate_low_error
traficom_model_context,8.013057793926983,8.013057793926983,59918008,accurate_low_error
vehicle_identity,2.2653653457153995,2.2653653457153995,59918008,accurate_low_error
part_condition,-0.6891507626313979,0.6891507626313979,59918008,accurate_low_error
part_taxonomy,-166.11163195411885,341.99237902128607,59918008,accurate_low_error
vehicle_age_usage,13.142626619367237,30.28419430352698,59918008,accurate_low_error
traficom_brand_context,8.223522327824139,8.223522327824139,59918008,accurate_low_error
traficom_model_context,8.013057793926983,8.013057793926983,59918008,accurate_low_error
vehicle_identity,2.2653653457153995,2.2653653457153995,59918008,accurate_low_error
part_condition,-0.6891507626313979,0.6891507626313979,59918008,accurate_low_error
part_taxonomy,-166.11163195411885,341.99237902128607,59918008,accurate_low_error
vehicle_age_usage,13.142626619367237,30.28419430352698,59918008,accurate_low_error
traficom_brand_context,8.223522327824139,8.223522327824139,59918008,accurate_low_error
traficom_model_context,8.013057793926983,8.013057793926983,59918008,accurate_low_error
vehicle_identity,2.2653653457153995,2.2653653457153995,59918008,accurate_low_error
part_condition,-0.6891507626313979,0.6891507626313979,59918008,accurate_low_error
part_taxonomy,1126.6720518302227,1126.6720518302227,54187634,expensive_high_error
vehicle_age_usage,-219.07443566874375,222.56766537613868,54187634,expensive_high_error
traficom_brand_context,-180.58778227405074,180.87052430810397,54187634,expensive_high_error
traficom_model_context,-174.4855692725839,175.55057434811528,54187634,expensive_high_error
vehicle_identity,-66.40234338010356,66.40234338010356,54187634,expensive_high_error
part_condition,0.3722800486685447,0.3722800486685447,54187634,expensive_high_error
part_taxonomy,3724.8627174819976,3724.8627174819976,64483026,expensive_high_error
traficom_model_context,178.15254440516313,178.15254440516313,64483026,expensive_high_error
traficom_brand_context,178.02605186967187,178.02605186967187,64483026,expensive_high_error
vehicle_age_usage,116.7111103111287,116.7111103111287,64483026,expensive_high_error
vehicle_identity,46.14049309206166,46.14049309206166,64483026,expensive_high_error
part_condition,-1.5764709472282812,1.5764709472282812,64483026,expensive_high_error
part_taxonomy,3724.8627174819976,3724.8627174819976,64483026,expensive_high_error
traficom_model_context,178.15254440516313,178.15254440516313,64483026,expensive_high_error
traficom_brand_context,178.02605186967187,178.02605186967187,64483026,expensive_high_error
vehicle_age_usage,116.7111103111287,116.7111103111287,64483026,expensive_high_error
vehicle_identity,46.14049309206166,46.14049309206166,64483026,expensive_high_error
part_condition,-1.5764709472282812,1.5764709472282812,64483026,expensive_high_error
part_taxonomy,3724.8627174819976,3724.8627174819976,64483026,expensive_high_error
traficom_model_context,178.15254440516313,178.15254440516313,64483026,expensive_high_error
traficom_brand_context,178.02605186967187,178.02605186967187,64483026,expensive_high_error
vehicle_age_usage,116.7111103111287,116.7111103111287,64483026,expensive_high_error
vehicle_identity,46.14049309206166,46.14049309206166,64483026,expensive_high_error
part_condition,-1.5764709472282812,1.5764709472282812,64483026,expensive_high_error
part_taxonomy,3724.8627174819976,3724.8627174819976,64483026,expensive_high_error
traficom_model_context,178.15254440516313,178.15254440516313,64483026,expensive_high_error
traficom_brand_context,178.02605186967187,178.02605186967187,64483026,expensive_high_error
vehicle_age_usage,116.7111103111287,116.7111103111287,64483026,expensive_high_error
vehicle_identity,46.14049309206166,46.14049309206166,64483026,expensive_high_error
part_condition,-1.5764709472282812,1.5764709472282812,64483026,expensive_high_error
part_taxonomy,3724.8627174819976,3724.8627174819976,64483026,expensive_high_error
traficom_model_context,178.15254440516313,178.15254440516313,64483026,expensive_high_error
traficom_brand_context,178.02605186967187,178.02605186967187,64483026,expensive_high_error
vehicle_age_usage,116.7111103111287,116.7111103111287,64483026,expensive_high_error
vehicle_identity,46.14049309206166,46.14049309206166,64483026,expensive_high_error
part_condition,-1.5764709472282812,1.5764709472282812,64483026,expensive_high_error
part_taxonomy,3724.8627174819976,3724.8627174819976,64483026,expensive_high_error
traficom_model_context,178.15254440516313,178.15254440516313,64483026,expensive_high_error
traficom_brand_context,178.02605186967187,178.02605186967187,64483026,expensive_high_error
vehicle_age_usage,116.7111103111287,116.7111103111287,64483026,expensive_high_error
vehicle_identity,46.14049309206166,46.14049309206166,64483026,expensive_high_error
part_condition,-1.5764709472282812,1.5764709472282812,64483026,expensive_high_error
part_taxonomy,251.70147420936735,282.30192676056544,62146906,expensive_high_error
vehicle_age_usage,95.37950914249589,180.2470045680245,62146906,expensive_high_error
traficom_brand_context,-20.404902772639687,20.463469586851645,62146906,expensive_high_error
traficom_model_context,-16.41223634784881,16.849853112040144,62146906,expensive_high_error
part_condition,-5.233896148508429,5.233896148508429,62146906,expensive_high_error
vehicle_identity,-4.26002194757406,4.26002194757406,62146906,expensive_high_error
part_taxonomy,3626.7334600713853,3626.7334600713853,63425718,largest_underprediction
traficom_brand_context,156.19988219332546,156.19988219332546,63425718,largest_underprediction
traficom_model_context,155.35887807987766,155.35887807987766,63425718,largest_underprediction
vehicle_identity,30.08326010199111,30.08326010199111,63425718,largest_underprediction
vehicle_age_usage,30.049228259833946,30.049228259833946,63425718,largest_underprediction
part_condition,-1.7200746545320729,1.7200746545320729,63425718,largest_underprediction
part_taxonomy,3626.7334600713853,3626.7334600713853,63425718,largest_underprediction
traficom_brand_context,156.19988219332546,156.19988219332546,63425718,largest_underprediction
traficom_model_context,155.35887807987766,155.35887807987766,63425718,largest_underprediction
vehicle_identity,30.08326010199111,30.08326010199111,63425718,largest_underprediction
vehicle_age_usage,30.049228259833946,30.049228259833946,63425718,largest_underprediction
part_condition,-1.7200746545320729,1.7200746545320729,63425718,largest_underprediction
part_taxonomy,3626.7334600713853,3626.7334600713853,63425718,largest_underprediction
traficom_brand_context,156.19988219332546,156.19988219332546,63425718,largest_underprediction
traficom_model_context,155.35887807987766,155.35887807987766,63425718,largest_underprediction
vehicle_identity,30.08326010199111,30.08326010199111,63425718,largest_underprediction
vehicle_age_usage,30.049228259833946,30.049228259833946,63425718,largest_underprediction
part_condition,-1.7200746545320729,1.7200746545320729,63425718,largest_underprediction
