product_id, part_name                                         , price , quality_grade, oem_number , mileage , brand , model  , category                                 , subcategory                            , scrape_date, year_start, year_end, year_span, year_mid
63136980.0, "Contact roll Airbag - , e-"                      ,  177.6, A2           , FI02042722A, 224000.0, VW    , Golf   , Airbag                                   , Contact roll Airbag                    , 2026-02-03 ,       2013,     2020,         7,   2016.5
64390201.0, "Contact roll Airbag - , e-"                      ,  177.6, A2           , FI05351686A, 272000.0, VW    , Golf   , Airbag                                   , Contact roll Airbag                    , 2026-02-03 ,       2013,     2020,         7,   2016.5
58952159.0, "Contact roll Airbag - , e-"                      ,  177.6, A2           , FI27837687A, 134000.0, VW    , Golf   , Airbag                                   , Contact roll Airbag                    , 2026-02-03 ,       2013,     2020,         7,   2016.5
63225719.0, "Contact roll Airbag - , e-"                      ,  177.6, A2           , FI27837687A, 253000.0, VW    , Golf   , Airbag                                   , Contact roll Airbag                    , 2026-02-03 ,       2013,     2020,         7,   2016.5
64336640.0, "Contact roll Airbag - , e-"                      ,  177.6, A2           , FI09389104A, 152000.0, VW    , Golf   , Airbag                                   , Contact roll Airbag                    , 2026-02-03 ,       2013,     2020,         7,   2016.5
54655558.0, "Other airbags - , e-"                            ,   23.7, A2           , FI03986645A,         , VW    , Golf   , Airbag                                   , Other airbags                          , 2026-02-03 ,       1992,     1999,         7,   1995.5
54058388.0, "Other airbags - , e-"                            ,   23.7, A2           , FI10331575A,  84000.0, VW    , Golf   , Airbag                                   , Other airbags                          , 2026-02-03 ,       2004,     2009,         5,   2006.5
57846326.0, "Other airbags - , e-"                            ,   17.8, A2           , FI27837687A, 227000.0, VW    , Golf   , Airbag                                   , Other airbags                          , 2026-02-03 ,       2004,     2009,         5,   2006.5
53964588.0, "Other airbags - , e-"                            ,   14.2, A2           , FI06408963A, 105000.0, VW    , Golf   , Airbag                                   , Other airbags                          , 2026-02-03 ,       2004,     2009,         5,   2006.5
54061937.0, "Passenger airbag - , e-"                         ,  473.6, A1           , FI10331575A,  34000.0, VW    , Golf   , Airbag                                   , Passenger airbag                       , 2026-02-03 ,       2013,     2020,         7,   2016.5
66440187.0, "Passenger airbag - , e-(Interior front)"         ,  473.6, A2           , FI23403240A, 124000.0, VW    , Golf   , Airbag                                   , Passenger airbag                       , 2026-02-03 ,       2013,     2020,         7,   2016.5
54218581.0, "Passenger airbag - , e-"                         ,  426.2, A2           , FI09389104A,  97000.0, VW    , Golf   , Airbag                                   , Passenger airbag                       , 2026-02-03 ,       2013,     2020,         7,   2016.5
53932799.0, "Passenger airbag - , e-"                         ,  414.4, A2           , FI05351686A, 146000.0, VW    , Golf   , Airbag                                   , Passenger airbag                       , 2026-02-03 ,       2004,     2009,         5,   2006.5
60933072.0, "Passenger airbag - , e-"                         ,  355.2, A2           , FI27837687A, 157000.0, VW    , Golf   , Airbag                                   , Passenger airbag                       , 2026-02-03 ,       2013,     2020,         7,   2016.5
63372062.0, "Steering wheel airbag - , e-"                    ,  532.8, A2           , FI27837687A, 113000.0, VW    , Golf   , Airbag                                   , Steering wheel airbag                  , 2026-02-03 ,       2013,     2020,         7,   2016.5
